Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2022-09-11,2022,9,London,UK,Contract,Male,SEO Specialist,Content SEO Strategist,The Muse,The Clorox Company,500 or above,Consumer Goods/Homecare,5,15,Senior,PhD,59000,119000,89000
2025-04-08,2025,4,Madrid,Spain,Temporary,Male,Customer Service Manager,Customer Support Manager,Glassdoor,China National Chemical Corporation (ChemChina),500 or above,Chemicals,0,9,Senior,MBA,63000,95000,79000
2025-01-01,2025,1,Ottawa,Canada,Temporary,Female,Accountant,Forensic Accountant,FlexJobs,PPL,500 or above,Energy,5,9,Senior,BCA,61000,88000,74500
2024-10-07,2024,10,Berlin,Germany,Temporary,Male,Network Engineer,Network Administrator,ZipRecruiter,State Bank of India (SBI),500 or above,Banking,4,9,Senior,M.Com,64000,128000,96000
2022-12-09,2022,12,Hanoi,Vietnam,Intern,Both,Database Developer,SQL Database Developer,Snagajob,Whitehaven Coal,500 or above,Mining and Metals/Coal,0,8,Senior,MBA,64000,87000,75500
2023-08-02,2023,8,City of Port Louis,Mauritius,Part-Time,Female,Marketing Coordinator,Marketing Specialist,Dice,D.R. Horton,500 or above,Real Estate,0,8,Senior,BCA,62000,90000,76000
2023-11-01,2023,11,Hanoi,Vietnam,Intern,Both,Project Coordinator,Construction Project Coordinator,The Muse,Domino's Pizza Group,500 or above,Food and Beverage,1,8,Senior,B.Tech,56000,102000,79000
2024-05-03,2024,5,Bangkok,Thailand,Intern,Male,Purchasing Agent,Inventory Manager,FlexJobs,Intercontinental Exchange,500 or above,Financial Services,0,12,Senior,B.Tech,59000,102000,80500
2024-05-07,2024,5,Madrid,Spain,Temporary,Male,Operations Manager,Supply Chain Manager,Jobs2Careers,Knight-Swift Transportation Holdings,500 or above,Industrials,5,14,Senior,BCA,59000,112000,85500
2025-03-07,2025,3,Berlin,Germany,Contract,Male,Administrative Assistant,Executive Assistant,Idealist,Energy Transfer,500 or above,Energy,5,8,Senior,BA,63000,93000,78000
2022-06-10,2022,6,New Delhi,India,Intern,Female,Tax Consultant,Personal Tax Consultant,The Muse,Grasim Industries,500 or above,Cement & Aggregates,3,13,Senior,MBA,62000,80000,71000
2022-12-08,2022,12,London,UK,Temporary,Both,IT Support Specialist,Desktop Support Technician,The Muse,Asbury Automotive Group,500 or above,Automotive,1,12,Senior,M.Tech,62000,93000,77500
2022-04-02,2022,4,Lisbon,Portugal,Contract,Male,QA Analyst,Automation Test Engineer,Monster,Legal & General Group,500 or above,Financial Services,2,8,Senior,M.Tech,58000,96000,77000
2023-06-10,2023,6,"Washington, D.C.",USA,Intern,Male,Brand Ambassador,Social Media Influencer,Indeed,Verizon Communications,500 or above,Telecommunications,0,15,Senior,PhD,55000,102000,78500
2024-06-08,2024,6,City of Port Louis,Mauritius,Full-Time,Both,Marketing Analyst,Digital Marketing Analyst,Idealist,Cintas,500 or above,Business Services,0,12,Senior,BBA,56000,96000,76000
2022-06-02,2022,6,Brussels,Belgium,Part-Time,Male,Email Marketing Specialist,Deliverability Analyst,Monster,Morgan Stanley,500 or above,Financial Services,4,10,Senior,MCA,61000,123000,92000
2021-08-10,2021,8,Ottawa,Canada,Part-Time,Both,Data Engineer,Big Data Engineer,LinkedIn,"Etsy, Inc.",500 or above,E-commerce/Online Marketplace,2,12,Senior,MBA,65000,85000,75000
2023-10-05,2023,10,Brussels,Belgium,Full-Time,Male,Systems Administrator,Database Administrator,SimplyHired,C.H. Robinson Worldwide,500 or above,Logistics,4,10,Senior,B.Com,55000,91000,73000
2023-09-02,2023,9,Hanoi,Vietnam,Intern,Female,Customer Service Representative,Live Chat Support Agent,SimplyHired,TAG Immobilien AG,500 or above,Real Estate,2,11,Senior,BCA,65000,119000,92000
2024-04-06,2024,4,Singapore,Singapore,Intern,Both,SEO Analyst,Technical SEO Analyst,USAJOBS,Lumen Technologies,500 or above,Telecommunications,5,15,Senior,BCA,57000,120000,88500
2024-04-12,2024,4,Lisbon,Portugal,Temporary,Female,Environmental Consultant,Environmental Impact Analyst,Stack Overflow Jobs,Hikma Pharmaceuticals,500 or above,Pharmaceuticals,4,15,Senior,M.Com,62000,105000,83500
2022-09-09,2022,9,Beijing,China,Part-Time,Female,Psychologist,Clinical Psychologist,The Muse,State Farm Insurance,500 or above,Insurance,3,8,Senior,PhD,65000,85000,75000
2022-01-07,2022,1,Brussels,Belgium,Intern,Female,Veterinarian,Small Animal Veterinarian,Monster,APA Group,500 or above,Energy/Infrastructure,0,15,Senior,MBA,65000,106000,85500
2023-08-07,2023,8,Beijing,China,Contract,Male,Pharmaceutical Sales Representative,Territory Sales Manager,Monster,Liberty Media,500 or above,Media,5,8,Senior,B.Com,63000,126000,94500
2025-04-04,2025,4,Beijing,China,Intern,Both,Legal Secretary,Court Clerk,The Muse,Cisco Systems,500 or above,Technology,1,14,Senior,MBA,59000,85000,72000
2023-07-11,2023,7,Beijing,China,Contract,Male,Network Engineer,Wireless Network Engineer,Idealist,Lear,500 or above,Automotive,3,8,Senior,MCA,65000,112000,88500
2023-10-08,2023,10,Madrid,Spain,Intern,Female,Chemical Analyst,Research Chemist,Stack Overflow Jobs,Foot Locker,500 or above,Retail,1,12,Senior,B.Com,58000,112000,85000
2023-01-11,2023,1,Singapore,Singapore,Full-Time,Both,Pharmaceutical Sales Representative,Sales Representative,Internships.com,Berkeley Group Holdings,500 or above,Real Estate,4,11,Senior,BA,60000,103000,81500
2022-01-12,2022,1,New Delhi,India,Temporary,Male,Product Manager,Agile Product Owner,Monster,Boston Scientific,500 or above,Medical Devices,4,14,Senior,M.Com,62000,87000,74500
2023-05-05,2023,5,Hanoi,Vietnam,Temporary,Male,Technical Writer,Content Writer,Jobs2Careers,ARKO,500 or above,Energy,5,9,Senior,BBA,64000,101000,82500
2024-07-07,2024,7,Canberra,Australia,Contract,Both,Marketing Manager,Product Marketing Manager,Stack Overflow Jobs,WestRock,500 or above,Manufacturing,2,10,Senior,PhD,63000,120000,91500
2023-03-09,2023,3,City of Port Louis,Mauritius,Intern,Male,Chemical Analyst,Quality Control Analyst,Snagajob,Cairn Energy,51-500,Energy,1,14,Senior,B.Tech,59000,121000,90000
2021-03-12,2021,3,Berlin,Germany,Intern,Both,Project Manager,IT Project Manager,Internships.com,TD Synnex,500 or above,Technology,4,12,Senior,M.Tech,57000,116000,86500
2021-12-11,2021,12,Brussels,Belgium,Intern,Both,Legal Assistant,Legal Secretary,Jobs2Careers,Metro AG,500 or above,Retail,2,13,Senior,MCA,59000,114000,86500
2023-07-01,2023,7,New Delhi,India,Contract,Male,Software Engineer,Frontend Developer,Jobs2Careers,Sartorius AG,500 or above,Lab Equipment,2,11,Senior,B.Com,59000,100000,79500
2022-05-11,2022,5,Lisbon,Portugal,Contract,Male,Marketing Analyst,Data Analyst,Glassdoor,Mutual of Omaha Insurance,500 or above,Insurance,5,11,Senior,BA,63000,109000,86000
2023-07-05,2023,7,New Delhi,India,Part-Time,Both,Software Tester,Performance Tester,SimplyHired,Emerson Electric,500 or above,Manufacturing,5,14,Senior,BCA,61000,128000,94500
2022-03-02,2022,3,Berlin,Germany,Temporary,Both,Paralegal,Corporate Paralegal,USAJOBS,Fluor,500 or above,Engineering & Construction,1,10,Senior,B.Tech,60000,127000,93500
2023-10-09,2023,10,Singapore,Singapore,Full-Time,Both,SEO Analyst,SEO Content Strategist,FlexJobs,First American Financial,500 or above,Financials,1,9,Senior,BCA,59000,91000,75000
2024-03-07,2024,3,"Washington, D.C.",USA,Part-Time,Female,Financial Controller,Finance Manager,FlexJobs,Marriott International,500 or above,Hospitality,2,13,Senior,PhD,56000,122000,89000
2023-07-03,2023,7,"Washington, D.C.",USA,Temporary,Both,Interior Designer,Hospitality Interior Designer,The Muse,Telstra Corporation,500 or above,Telecommunications,0,8,Senior,B.Com,64000,83000,73500
2022-11-02,2022,11,"Washington, D.C.",USA,Part-Time,Female,Web Developer,Frontend Web Developer,SimplyHired,PetroChina,500 or above,Oil and Gas,4,11,Senior,M.Tech,59000,85000,72000
2023-01-03,2023,1,New Delhi,India,Part-Time,Female,Landscape Architect,Urban Planner,USAJOBS,Conagra Brands,500 or above,Food,4,12,Senior,BCA,59000,119000,89000
2022-03-06,2022,3,Hanoi,Vietnam,Contract,Female,Pharmaceutical Sales Representative,Territory Sales Manager,USAJOBS,JetBlue Airways,500 or above,Airlines,5,13,Senior,MBA,57000,120000,88500
2025-06-06,2025,6,City of Port Louis,Mauritius,Contract,Female,UX/UI Designer,Interaction Designer,Stack Overflow Jobs,Unilever,500 or above,Consumer Goods,5,14,Senior,B.Tech,57000,95000,76000
2023-03-12,2023,3,Canberra,Australia,Temporary,Female,Finance Manager,Accounting Manager,USAJOBS,Exelon,500 or above,Energy,0,13,Senior,MCA,57000,119000,88000
2024-05-12,2024,5,Canberra,Australia,Full-Time,Both,Nurse Manager,Nurse Educator,ZipRecruiter,News Corp.,500 or above,Media,5,13,Senior,BA,57000,106000,81500
2024-09-06,2024,9,Ottawa,Canada,Part-Time,Female,Digital Marketing Specialist,Social Media Manager,FlexJobs,Deutsche Wohnen SE,500 or above,Real Estate,5,8,Senior,BBA,58000,128000,93000
2023-05-08,2023,5,New Delhi,India,Full-Time,Female,Software Architect,Cloud Architect,USAJOBS,Electrocomponents,500 or above,Electronics,2,10,Senior,MBA,64000,128000,96000
2024-02-04,2024,2,Brussels,Belgium,Part-Time,Both,Web Designer,E-commerce Web Designer,Jobs2Careers,"Workday, Inc.",500 or above,Technology/Software,3,11,Senior,MCA,55000,113000,84000
2022-02-10,2022,2,New Delhi,India,Contract,Both,Data Analyst,Business Intelligence Analyst,Internships.com,Oil and Natural Gas Corporation (ONGC),500 or above,Oil & Gas,2,9,Senior,BCA,61000,80000,70500
2021-12-10,2021,12,Bangkok,Thailand,Part-Time,Male,Project Manager,Agile Project Manager,LinkedIn,Symrise AG,500 or above,Flavor and Fragrances,4,14,Senior,B.Com,56000,96000,76000
2025-06-03,2025,6,Beijing,China,Temporary,Both,Family Nurse Practitioner,Pediatric Nurse Practitioner,LinkedIn,Geely Automobile Holdings,500 or above,Automotive,5,8,Senior,MBA,59000,92000,75500
2022-06-12,2022,6,Beijing,China,Temporary,Both,Customer Success Manager,Customer Support Specialist,Stack Overflow Jobs,Vonovia SE,500 or above,Real Estate,4,11,Senior,B.Tech,62000,85000,73500
2023-05-06,2023,5,Madrid,Spain,Contract,Male,Architectural Designer,Interior Designer,Jobs2Careers,RWE AG,500 or above,Energy,5,8,Senior,BCA,57000,128000,92500
2023-03-01,2023,3,New Delhi,India,Part-Time,Female,Structural Engineer,Bridge Engineer,The Muse,Albemarle,500 or above,Materials,4,9,Senior,BBA,56000,83000,69500
2024-06-02,2024,6,Brussels,Belgium,Intern,Female,Family Lawyer,Child Custody Lawyer,Jobs2Careers,Campbell Soup,500 or above,Food & Beverage,3,9,Senior,M.Tech,56000,112000,84000
2021-12-10,2021,12,New Delhi,India,Temporary,Both,Procurement Manager,Procurement Analyst,Idealist,Advance Auto Parts,500 or above,Automotive Parts,5,15,Senior,MBA,58000,87000,72500
2024-04-09,2024,4,Ottawa,Canada,Part-Time,Female,Project Coordinator,Administrative Coordinator,The Muse,AstraZeneca,500 or above,Pharmaceuticals,1,11,Senior,BA,62000,98000,80000
2022-07-08,2022,7,Canberra,Australia,Intern,Male,Environmental Engineer,Environmental Consultant,Internships.com,Mphasis,500 or above,Information Technology,0,8,Senior,B.Tech,65000,127000,96000
2022-03-08,2022,3,Beijing,China,Full-Time,Both,Civil Engineer,Structural Engineer,Stack Overflow Jobs,Jubilant Foodworks,500 or above,Restaurants,5,14,Senior,BBA,61000,110000,85500
2024-11-08,2024,11,Paris,France,Contract,Female,Purchasing Agent,Inventory Manager,SimplyHired,Otis Worldwide,500 or above,Elevators & Escalators,2,11,Senior,MBA,64000,86000,75000
2023-03-04,2023,3,New Delhi,India,Contract,Male,Family Nurse Practitioner,Primary Care Provider,SimplyHired,Stanley Black & Decker,500 or above,Tools & Equipment,4,9,Senior,B.Tech,57000,112000,84500
2024-12-07,2024,12,London,UK,Intern,Female,HR Coordinator,Recruitment Coordinator,Jobs2Careers,LPL Financial Holdings,500 or above,Financial Services,2,11,Senior,MBA,64000,96000,80000
2022-06-03,2022,6,Beijing,China,Part-Time,Female,Administrative Assistant,Executive Assistant,Indeed,Tata Steel,500 or above,Steel & Metals,0,10,Senior,MBA,59000,84000,71500
2024-09-02,2024,9,Beijing,China,Part-Time,Male,Data Analyst,Data Scientist,Indeed,CMS Energy,500 or above,Energy,1,11,Senior,B.Com,57000,119000,88000
2023-05-11,2023,5,"Washington, D.C.",USA,Part-Time,Male,Systems Engineer,Cloud Systems Engineer,CareerBuilder,Qualcomm,500 or above,Technology,4,8,Senior,MBA,65000,96000,80500
2023-10-07,2023,10,Canberra,Australia,Contract,Both,Web Developer,Frontend Web Developer,Stack Overflow Jobs,China Mobile,500 or above,Telecommunications,4,10,Senior,BA,61000,129000,95000
2023-07-03,2023,7,Singapore,Singapore,Full-Time,Both,Electrical Designer,Electrical Engineer,USAJOBS,American Express,500 or above,Financial Services,1,15,Senior,M.Com,64000,105000,84500
2023-12-11,2023,12,Beijing,China,Part-Time,Female,Legal Advisor,Legal Counsel,FlexJobs,Allianz SE,500 or above,Insurance,0,8,Senior,M.Tech,61000,110000,85500
2023-01-02,2023,1,Canberra,Australia,Intern,Both,Account Manager,Sales Account Manager,Idealist,L3Harris Technologies,500 or above,Aerospace & Defense,5,10,Senior,BCA,62000,103000,82500
2024-07-05,2024,7,Singapore,Singapore,Temporary,Female,Accountant,Financial Accountant,Jobs2Careers,Eli Lilly,500 or above,Healthcare,3,8,Senior,BBA,61000,90000,75500
2023-08-04,2023,8,Ottawa,Canada,Part-Time,Both,Event Coordinator,Wedding Coordinator,Idealist,Newmont,500 or above,Mining,1,10,Senior,BCA,55000,128000,91500
2022-12-11,2022,12,Bangkok,Thailand,Intern,Both,Customer Support Specialist,Customer Success Manager,USAJOBS,Pfizer,500 or above,Healthcare,0,8,Senior,BCA,55000,81000,68000
2022-02-06,2022,2,London,UK,Part-Time,Male,Business Development Manager,Market Expansion Manager,ZipRecruiter,ABM Industries,500 or above,Business Services,2,13,Senior,M.Tech,65000,86000,75500
2022-02-10,2022,2,Hanoi,Vietnam,Part-Time,Female,Family Lawyer,Mediator,Internships.com,Carnival Corporation & plc,500 or above,Travel/Cruise Lines,5,15,Senior,MCA,63000,109000,86000
2024-12-06,2024,12,London,UK,Intern,Male,Chemical Analyst,Analytical Chemist,Glassdoor,Continental Resources,500 or above,Energy,0,9,Senior,PhD,63000,95000,79000
2024-01-04,2024,1,Beijing,China,Temporary,Male,Customer Success Manager,Onboarding Specialist,The Muse,UPL Limited,500 or above,Agrochemicals,1,11,Senior,BBA,60000,84000,72000
2024-05-12,2024,5,Hanoi,Vietnam,Contract,Male,Software Engineer,Backend Developer,Glassdoor,Fiat Chrysler Automobiles N.V.,500 or above,Automotive,3,9,Senior,M.Com,62000,110000,86000
2025-05-07,2025,5,City of Port Louis,Mauritius,Full-Time,Both,Front-End Engineer,UI/UX Front-End Developer,Snagajob,Eli Lilly,500 or above,Healthcare,2,8,Senior,BCA,63000,107000,85000
2021-02-10,2021,2,Berlin,Germany,Intern,Male,Social Media Manager,Community Manager,USAJOBS,Land O'Lakes,500 or above,Agriculture,0,8,Senior,M.Tech,60000,97000,78500
2024-05-08,2024,5,Canberra,Australia,Intern,Female,UX/UI Designer,Interaction Designer,SimplyHired,Walt Disney,500 or above,Entertainment,3,14,Senior,M.Tech,57000,95000,76000
2022-08-12,2022,8,City of Port Louis,Mauritius,Full-Time,Female,Front-End Engineer,UI/UX Front-End Developer,The Muse,Beiersdorf AG,500 or above,Consumer Goods,4,12,Senior,BBA,64000,99000,81500
2022-04-08,2022,4,London,UK,Full-Time,Male,Chemical Engineer,Quality Control Engineer,Idealist,Coty Inc.,500 or above,Beauty/Cosmetics,1,10,Senior,M.Tech,55000,122000,88500
2024-07-02,2024,7,Ottawa,Canada,Temporary,Female,Brand Ambassador,Brand Promoter,Dice,Britannia Industries,500 or above,Food & Beverages,0,13,Senior,BCA,64000,81000,72500
2022-10-01,2022,10,Paris,France,Contract,Both,Data Analyst,Business Intelligence Analyst,FlexJobs,ARKO,500 or above,Energy,5,9,Senior,B.Com,60000,82000,71000
2024-07-12,2024,7,Singapore,Singapore,Intern,Both,Interior Designer,Commercial Interior Designer,FlexJobs,Westpac Banking Corporation,500 or above,Banking,0,14,Senior,M.Com,56000,99000,77500
2022-12-11,2022,12,Hanoi,Vietnam,Intern,Both,Systems Administrator,IT Support Specialist,Glassdoor,V-Guard Industries,500 or above,Electrical Equipment,0,11,Senior,B.Com,60000,126000,93000
2022-01-12,2022,1,Lisbon,Portugal,Full-Time,Both,Finance Manager,Treasury Manager,Snagajob,Mphasis,500 or above,Information Technology,4,15,Senior,MBA,56000,126000,91000
2022-02-06,2022,2,Singapore,Singapore,Intern,Female,Architect,Sustainable Design Specialist,USAJOBS,SAP SE,500 or above,Technology and Software,0,8,Senior,MCA,55000,116000,85500
2024-02-03,2024,2,Berlin,Germany,Contract,Female,Financial Advisor,Investment Advisor,SimplyHired,Seaboard,500 or above,Transportation,5,12,Senior,PhD,62000,125000,93500
2023-05-06,2023,5,City of Port Louis,Mauritius,Part-Time,Male,HR Generalist,HR Coordinator,SimplyHired,NIO Inc.,500 or above,Automotive,2,9,Senior,MCA,63000,94000,78500
2023-05-04,2023,5,Brussels,Belgium,Contract,Both,Marketing Manager,Digital Marketing Manager,FlexJobs,Massachusetts Mutual Life Insurance,500 or above,Insurance,4,15,Senior,BCA,65000,120000,92500
2024-06-04,2024,6,Tokyo,Japan,Full-Time,Female,Research Analyst,Market Research Analyst,Indeed,Ocado Group,500 or above,E-commerce,0,8,Senior,MBA,58000,104000,81000
2023-08-08,2023,8,"Washington, D.C.",USA,Part-Time,Male,Litigation Attorney,Trial Attorney,Stack Overflow Jobs,"Dr. Pepper Snapple Group, Inc.",500 or above,Beverage,2,13,Senior,BA,62000,108000,85000
2022-10-10,2022,10,Paris,France,Full-Time,Male,Art Teacher,Art Education Coordinator,FlexJobs,Liberty Mutual Insurance Group,500 or above,Insurance,0,12,Senior,BCA,62000,130000,96000
2024-05-03,2024,5,Madrid,Spain,Contract,Male,Civil Engineer,Structural Engineer,The Muse,DuPont,500 or above,Manufacturing,2,12,Senior,M.Tech,58000,121000,89500
2022-11-11,2022,11,Singapore,Singapore,Temporary,Male,IT Support Specialist,Help Desk Support Specialist,SimplyHired,Avery Dennison,500 or above,Industrial,3,13,Senior,BA,58000,92000,75000
2023-03-11,2023,3,City of Port Louis,Mauritius,Full-Time,Male,UX/UI Designer,User Interface Designer,Jobs2Careers,Icahn Enterprises,500 or above,Diversified,1,13,Senior,B.Tech,63000,114000,88500
2022-11-07,2022,11,Singapore,Singapore,Part-Time,Female,Database Developer,NoSQL Database Engineer,Snagajob,Raymond James Financial,500 or above,Financial Services,5,11,Senior,M.Com,64000,99000,81500
2023-07-05,2023,7,Beijing,China,Temporary,Both,Legal Secretary,Legal Assistant,Stack Overflow Jobs,Taylor Morrison Home,500 or above,Real Estate,0,10,Senior,M.Tech,61000,120000,90500
2023-08-03,2023,8,Tokyo,Japan,Intern,Male,Environmental Engineer,Environmental Consultant,FlexJobs,CarMax,500 or above,Retail,1,14,Senior,PhD,56000,106000,81000
2023-04-11,2023,4,Tokyo,Japan,Temporary,Both,Supply Chain Analyst,Logistics Analyst,ZipRecruiter,Nordstrom,500 or above,Retail,3,15,Senior,BCA,62000,129000,95500
2025-06-05,2025,6,London,UK,Part-Time,Male,Substance Abuse Counselor,Addiction Counselor,LinkedIn,CMS Energy,500 or above,Energy,2,8,Senior,B.Tech,60000,103000,81500
